Date,Open,High,Low,Close,Volume,Adj Close
2017-04-17,111.769997,115.610001,111.529999,114.269997,2584300,114.269997
2017-04-10,112.290001,113.07,111.010002,111.220001,2309300,111.220001
2017-04-03,112.699997,113.18,111.360001,112.239998,2412000,112.239998
2017-03-27,110.699997,113.18,110.330002,112.470001,2406200,112.249252
2017-03-20,112.82,112.989998,110.43,111.980003,3014900,111.760216
2017-03-13,111.290001,113.50,110.129997,112.830002,3237100,112.608551
2017-03-06,111.139999,111.790001,110.610001,111.209999,2587200,110.991722
2017-02-27,110.400002,112.919998,109.760002,111.739998,2915200,111.520683
2017-02-21,109.449997,111.00,109.160004,111.00,3200100,110.782135
2017-02-13,107.699997,110.199997,107.540001,109.419998,2518200,109.205238
2017-02-06,106.580002,107.639999,105.690002,107.269997,2880200,107.059456
2017-01-30,109.370003,109.559998,104.010002,106.580002,5633600,106.370811
2017-01-23,109.660004,111.07,108.919998,109.839996,3117200,109.624413
2017-01-17,108.230003,110.00,107.610001,109.959999,2902200,109.744179
2017-01-09,107.760002,109.400002,106.830002,108.699997,3222200,108.486649
2017-01-03,104.410004,108.150002,104.110001,107.760002,3579200,107.5485
2016-12-27,104.900002,105.639999,102.980003,103.25,2851500,102.834259
2016-12-19,103.699997,105.160004,103.150002,104.709999,2272400,104.288383
2016-12-12,104.339996,105.709999,102.910004,103.43,4015000,103.013535
2016-12-05,101.870003,105.57,101.800003,104.410004,4278400,103.989594
2016-11-28,105.419998,105.419998,99.510002,101.099998,5016100,100.692917
2016-11-21,104.779999,106.129997,104.290001,105.730003,3435000,105.304276
2016-11-14,105.019997,105.25,100.360001,104.779999,4535900,104.358101
2016-11-07,104.580002,107.139999,102.449997,104.620003,4118200,104.198746
2016-10-31,107.400002,108.93,103.029999,103.029999,4523700,102.615143
2016-10-24,103.150002,107.830002,102.290001,106.900002,5033900,106.469566
2016-10-17,100.959999,103.370003,100.620003,102.849998,2773700,102.435867
2016-10-10,102.699997,103.370003,99.779999,100.879997,3238900,100.473801
2016-10-03,101.389999,103.489998,101.040001,102.25,3689500,101.838287
2016-09-26,100.82,102.309998,100.559998,101.769997,3832000,101.16996
2016-09-19,99.949997,102.230003,99.419998,101.660004,3261500,101.060616
2016-09-12,97.540001,100.32,97.489998,99.360001,4276200,98.77417
2016-09-06,97.809998,100.669998,97.690002,98.150002,4535300,97.571304
2016-08-29,96.449997,98.099998,96.129997,97.889999,3098800,97.312836
2016-08-22,95.190002,97.00,94.949997,96.470001,2520900,95.901215
2016-08-15,96.309998,96.559998,94.410004,95.220001,3045400,94.658585
2016-08-08,97.00,97.139999,95.510002,96.120003,2354900,95.553276
2016-08-01,95.230003,96.940002,94.449997,96.879997,3194900,96.308792
2016-07-25,93.599998,96.50,92.540001,95.239998,4702600,94.678459
2016-07-18,91.18,93.669998,90.839996,93.660004,3855800,93.10778
2016-07-11,89.050003,92.029999,88.629997,90.93,4579200,90.393875
2016-07-05,88.120003,89.339996,86.650002,88.559998,6704700,88.037842
2016-06-27,90.269997,92.739998,87.589996,88.849998,7460400,88.135948
2016-06-20,94.50,95.709999,91.139999,91.470001,4675600,90.734901
2016-06-13,94.730003,95.629997,92.050003,93.290001,4872800,92.540268
2016-06-06,96.400002,97.989998,94.900002,95.209999,3009200,94.444839
2016-05-31,97.18,97.199997,95.25,96.029999,3045800,95.258247
2016-05-23,95.510002,97.18,94.989998,97.18,2365300,96.39901
2016-05-16,95.599998,96.519997,94.080002,95.470001,2584400,94.702751
2016-05-09,96.809998,97.839996,95.139999,95.360001,2801000,94.593636
2016-05-02,97.150002,97.940002,95.230003,96.68,3050800,95.903023
2016-04-25,96.790001,100.00,96.080002,96.989998,4603400,96.210533
2016-04-22,96.389999,98.489998,96.389999,97.449997,7176300,96.666832
